ion_type,Family,FullName,ShortName,Match,row_count
cation,imidazolium,"1-methyl-3-(9Z,12Z)-9,12-octadecadien-1-yl-1H-imidazolium",MODI,imidazolium,11
cation,imidazolium,1-methyl-3-(trimethylsilylmethyl)imidazolium,MTIM,imidazolium,11
cation,imidazolium,3-methyl-1-octylimidazolium,OMIM,imidazolium,11
cation,imidazolium,"1,3-dibenzyl-1H-imidazol-3-ium",DHIM,imidazol-3-ium,10
cation,imidazolium,1-(3-methylbutyl)-3-methylimidazolium,MTTM,imidazolium,10
cation,imidazolium,1-(4-cyanobutyl)-3-methylimidazolium,CNTM,imidazolium,10
cation,imidazolium,1-(4-methylpentyl)-3-methylimidazolium,MHTU,imidazolium,10
cation,imidazolium,1-[(4-methylphenyl)methyl]-3-butylimidazolium,MHMU,imidazolium,10
cation,imidazolium,1-[(4-methylphenyl)methyl]-3-decylimidazolium,MHCM,imidazolium,10
cation,imidazolium,1-[(4-methylphenyl)methyl]-3-ethylimidazolium,MPEM,imidazolium,10
cation,imidazolium,1-[(4-methylphenyl)methyl]-3-hexylimidazolium,MLXM,imidazolium,10
cation,imidazolium,1-[(4-methylphenyl)methyl]-3-octylimidazolium,HMOM,imidazolium,10
cation,imidazolium,3-(2-cyanoethyl)-1-decyl-1H-imidazolium,CLDM,imidazolium,10
cation,imidazolium,3-methyl-1-(naphthalen-2-ylmethyl)-1H-imidazol-3-ium,MHIM,imidazol-3-ium,10
cation,imidazolium,"1,3-dibutylimidazolium",DBIM,imidazolium,9
cation,imidazolium,"1,3-didodecylimidazolium",DOEM,imidazolium,9
cation,imidazolium,1-(2-methoxyethyl)-3-methyl-imidazolium,MEMU,imidazolium,9
cation,imidazolium,1-decyl-3-ethenylimidazolium,DEEM,imidazolium,9
cation,imidazolium,1-ethenyl-3-octylimidazolium,EOUM,imidazolium,9
cation,imidazolium,1-propanenitrile-3-butylimidazolium,BCYM,imidazolium,9
cation,imidazolium,3-(1-ethoxy-1-oxopropan-2-yl)-1-vinyl-1H-imidazol-3-ium,EVLM,imidazol-3-ium,9
cation,imidazolium,3-butyl-1-ethyl-1H-imidazolium,BHZM,imidazolium,9
cation,imidazolium,3-ethyl-1-methyl-1H-imidazol-3-ium,EMIM,imidazol-3-ium,9
cation,imidazolium,3-hexyl-1-vinyl-1H-imidazol-3-ium,HVLM,imidazol-3-ium,9
cation,imidazolium,"1,3-diethyl-1H-imidazol-3-ium",DYIM,imidazol-3-ium,8
cation,imidazolium,1-(2-hydroxyethyl)-3-methyl-1H-imidazolium,HYMU,imidazolium,8
cation,imidazolium,1-butoxy-3-butylimidazolium,BXTM,imidazolium,8
cation,imidazolium,1-undecyl-3-methylimidazolium,UMIM,imidazolium,8
cation,imidazolium,1H-imidazolium,HILM,imidazolium,8
cation,imidazolium,"2-chloro-1,3-dimethylimidazolium",CDLM,imidazolium,8
cation,imidazolium,3-(2-amino-2-oxoethyl)-1-vinylimidazolium,AOVM,imidazolium,8
cation,imidazolium,3-ethyl-1-octyloxymethylimidazolium,EOLM,imidazolium,8
cation,imidazolium,"1,3-diethyl-1H-imidazolium",DYIM,imidazolium,7
cation,imidazolium,1-(2-diethylaminoethyl)3-methylimidazolium,DLMM,imidazolium,7
cation,imidazolium,1-(5-methylhexyl)-3-methylimidazolium,MYTM,imidazolium,7
cation,imidazolium,1-butyl-3-(2-(2-ethoxyethoxy)ethyl)imidazolium,BEEM,imidazolium,7
cation,imidazolium,1-butyl-3-(2-methoxyethyl)imidazolium,BMMM,imidazolium,7
cation,imidazolium,1-butyl-3-dodecyl-1H-imidazolium,BDHI,imidazolium,7
cation,imidazolium,1-butyl-3-hexyl-1H-imidazolium,BHHI,imidazolium,7
cation,imidazolium,1-butyl-3-octyl-1H-imidazolium,BOHI,imidazolium,7
cation,imidazolium,1-butyl-3-vinyl-1H-imidazol-3-ium,BVLM,imidazol-3-ium,7
cation,imidazolium,1-ethenyl-3-pentylimidazolium,EPUM,imidazolium,7
cation,imidazolium,1-ethyl-3-hexyl-1H-imidazolium,EXIM,imidazolium,7
cation,imidazolium,1-ethyl-3-octyl-1H-imidazolium,EOIM,imidazolium,7
cation,imidazolium,3-dodecyl-1-ethyl-1H-imidazolium,DEHI,imidazolium,7
cation,imidazolium,"1,3-dihexyloxymethylimidazolium",DLLM,imidazolium,6
cation,imidazolium,"1,3-dimethyl-1H-imidazolium",DLHM,imidazolium,6
cation,imidazolium,1-(3-carboxypropyl)-3-methyl-imidazolium,CLMM,imidazolium,6
cation,imidazolium,1-allyl-3-methylimizodalium,ATHM,imizodalium,6
cation,imidazolium,1-hexyloxymethyl-3-methylimidazolium,HLLM,imidazolium,6
cation,imidazolium,2-(ethoxymethyl)-1-ethyl-3-methylimidazolium,ETIM,imidazolium,6
cation,imidazolium,"3,3'-(1,10-decanediyl)bis[1-methylimidazolium]",DLBM,imidazolium,6
cation,imidazolium,3-(3-hydroxypropyl)-1-methyl-1H-imidazolium,HLMM,imidazolium,6
cation,imidazolium,"1-octyl-2,3-dimethylimidazolium",DOHI,imidazolium,5
cation,imidazolium,"2,3-dimethyl-1-octyl-1H-imidazolium",DOHI,imidazolium,5
cation,imidazolium,"3-hexyl-1-methyl-2,3-dihydro-1H-imidazol-1-ium",HMLM,imidazol-1-ium,5
cation,imidazolium,1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium,CMEM,imidazolium,4
cation,imidazolium,1-methyl-3-(3-phenylpropyl)-1H-imidazolium,MPPM,imidazolium,4
cation,imidazolium,"3,3'-(1,12-dodecanediyl)bis[1-methylimidazolium]",DDBM,imidazolium,4
cation,imidazolium,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium]",HLBM,imidazolium,4
cation,imidazolium,"1-methyl-3-(2,2,2-trifluoroethyl)imidazolium",MIRM,imidazolium,3
cation,imidazolium,"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium",MNHU,imidazolium,3
cation,imidazolium,1-methyl-3-propyl-1H-imidazolium,PMIM,imidazolium,3
cation,imidazolium,"1,1'-(dodecane-1,12-diyl)bis(3-methyl-1H-imidazolium)",DDBM,imidazolium,2
cation,imidazolium,"1,2-dimethyl-3-(4'-vinylbenzyl)imidazolium",DVIM,imidazolium,2
cation,imidazolium,1-allyl-3-vinylimidazolium,AVNM,imidazolium,2
cation,imidazolium,1-butyl-3-ethyl-1H-imidazol-3-ium,BHZM,imidazol-3-ium,2
cation,imidazolium,"1-butyronitrile-2,3-dimethylimidazolium",CADM,imidazolium,2
cation,imidazolium,1-decyl-3-ethylimidazolium,DEIM,imidazolium,2
cation,imidazolium,1-ethyl-3-hexylimidazolium,EXIM,imidazolium,2
cation,imidazolium,1-ethyl-3-octylimidazolium,EOIM,imidazolium,2
cation,imidazolium,"3,3'-(1,8-octanediyl)bis[1-methylimidazolium]",OLBM,imidazolium,2
cation,imidazolium,3-decyl-1-methyl-1H-imidazolium,DMIM,imidazolium,2
cation,imidazolium,"3-ethyl-1,5-dimethylimidazolium",ELDM,imidazolium,2
cation,imidazolium,(R)-1-(1-phenylethyl)-3-butylimidazolium,RPBZ,imidazolium,1
cation,imidazolium,(R)-1-(1-phenylethyl)-3-hexylimidazolium,RPHZ,imidazolium,1
cation,imidazolium,(R)-1-(1-phenylethyl)-3-pentylimidazolium,RPLZ,imidazolium,1
cation,imidazolium,(R)-1-(1-phenylethyl)-3-propylimidazolium,RPPD,imidazolium,1
cation,imidazolium,"1,1'-(butane-1,4-diyl)bis(3-methyl-1H-imidazol-3-ium)",BDBM,imidazol-3-ium,1
cation,imidazolium,"1,1'-(butane-1,4-diyl)bis(3-methylimidazolium)",BDBM,imidazolium,1
cation,imidazolium,"1,3-diethyl-4-methylimidazolium",DMLM,imidazolium,1
cation,imidazolium,"1,3-disulfoimidazolium",DLFM,imidazolium,1
cation,imidazolium,1-(2-(2-ethoxyethoxy)ethyl)-3-isopentylimidazolium,EEPM,imidazolium,1
cation,imidazolium,1-(2-cyanoethyl)-3-methylimidazolium,CLLM,imidazolium,1
cation,imidazolium,1-(2-ethoxy-2-oxoethyl)-3-methylimidazolium,EOMM,imidazolium,1
cation,imidazolium,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium",HLDM,imidazolium,1
cation,imidazolium,1-[2-(ethylsulfonyl)ethyl]-3-methyl-1H-imidazol-3-ium,EEMM,imidazol-3-ium,1
cation,imidazolium,1-allyl-3-methyl-1H-imidazol-3-ium,ATHM,imidazol-3-ium,1
cation,imidazolium,1-butyl-3-(3-sulfopropyl)-imidazolium,BLPM,imidazolium,1
cation,imidazolium,1-butyl-3-(3-sulfopropyl)imidazolium,BLPM,imidazolium,1
cation,imidazolium,1-butyl-3-(4-sulfobutyl)-imidazolium,BSBM,imidazolium,1
cation,imidazolium,1-dodecyl-3-ethylimidazolium,DEHI,imidazolium,1
cation,imidazolium,"1-ethyl-3,4-dimethylimidazolium",EDLM,imidazolium,1
cation,imidazolium,1-hexyl-3-ethylimidazolium,EXIM,imidazolium,1
cation,imidazolium,"1-methyl-3-(3,3,4,4,4-pentafluorobutyl)-1H-imidazolium",MPHM,imidazolium,1
cation,imidazolium,1-methyl-3-(3-sulfopropyl)-imidazolium,MSIM,imidazolium,1
cation,imidazolium,1-methyl-3-(3-sulfopropyl)imidazolium,MSIM,imidazolium,1
cation,imidazolium,1-methyl-3-hexylimidazolium,HMIM,imidazolium,1
cation,imidazolium,"2-butyl-1,3-disulfoimidazolium",BLDM,imidazolium,1
cation,imidazolium,"2-ethyl-1,3-disulfoimidazolium",EDDM,imidazolium,1
cation,imidazolium,"2-methyl-1,3-disulfoimidazolium",MLDM,imidazolium,1
cation,phosphonium,trihexyl(tetradecyl)phosphonium,TTLH,phosphonium,742
cation,phosphonium,trihexyltetradecylphosphonium,TTLH,phosphonium,334
cation,phosphonium,tetradecyl(trihexyl)phosphonium,TTLH,phosphonium,190
cation,phosphonium,tetrabutylphosphonium,TBSM,phosphonium,115
cation,phosphonium,triethyloctylphosphonium,TOSN,phosphonium,113
cation,phosphonium,tributyl(octyl)phosphonium,TOPN,phosphonium,91
cation,phosphonium,Tributylmethylphosphonium,TMPH,phosphonium,82
cation,phosphonium,triethyl(pentyl)phosphonium,TPPH,phosphonium,66
cation,phosphonium,tributylethylphosphonium,TEPO,phosphonium,65
cation,phosphonium,tetradecyltrihexylphosphonium,TTLH,phosphonium,60
cation,phosphonium,triethyl((2-methoxyethoxy)methyl)phosphonium,TMLH,phosphonium,53
cation,phosphonium,tributyloctylphosphonium,TOPN,phosphonium,50
cation,phosphonium,triethyl(octyl)phosphonium,TOSN,phosphonium,42
cation,phosphonium,"tributyl(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)phosphonium",TTPO,phosphonium,41
cation,phosphonium,triisobutylmethylphosphonium,TBMP,phosphonium,41
cation,phosphonium,butyltriethylphosphonium,BTPH,phosphonium,34
cation,phosphonium,trioctylphosphonium,TTPM,phosphonium,32
cation,phosphonium,(3-aminopropyl)tributylphosphonium,ATPM,phosphonium,30
cation,phosphonium,triethyl(2-methoxyethyl)phosphonium,TMLP,phosphonium,30
cation,phosphonium,tetraoctylphosphonium,TLPM,phosphonium,27
cation,phosphonium,tributyltetradecylphosphonium,TESM,phosphonium,19
cation,phosphonium,decyltriethylphosphonium,DTPS,phosphonium,17
cation,phosphonium,tributyl(2-methoxyethyl)phosphonium,TMPM,phosphonium,17
cation,phosphonium,tributyl(dodecyl)phosphonium,TDPM,phosphonium,17
cation,phosphonium,triethylheptylphosphonium,THSP,phosphonium,17
cation,phosphonium,triethylnonylphosphonium,TLHO,phosphonium,17
cation,phosphonium,tributyl(tetradecyl)phosphonium,TESM,phosphonium,15
cation,phosphonium,tributyl(ethyl)phosphonium,TEPO,phosphonium,12
cation,phosphonium,tributyl(methoxymethyl)phosphonium,TMPP,phosphonium,8
cation,phosphonium,trihexyl(isobutyl)phosphonium,TIPH,phosphonium,8
cation,phosphonium,tributyl(2-(ethylthio)ethyl)phosphonium,TBES,phosphonium,6
cation,phosphonium,(buten-1-yl)triethylphosphonium,BYTS,phosphonium,5
cation,phosphonium,tributyl((methylthio)methyl)phosphonium,TLOP,phosphonium,5
cation,phosphonium,tributyl(octadecyl)phosphonium,TOSM,phosphonium,5
cation,phosphonium,triethyl(2-(ethylthio)ethyl)phosphonium,TEEP,phosphonium,4
cation,phosphonium,tributyl(2-(methylthio)ethyl)phosphonium,TOLM,phosphonium,3
cation,phosphonium,triethyl((methylthio)methyl)phosphonium,TMMP,phosphonium,3
cation,phosphonium,triethyl(2-(methylthio)ethyl)phosphonium,TMEP,phosphonium,3
cation,phosphonium,(ethoxymethyl)triethylphosphonium,ETPH,phosphonium,2
cation,phosphonium,(cyanomethyl)triphenylphosphonium,CTPM,phosphonium,1
cation,phosphonium,(methoxymethyl)triphenylphosphonium,MTLM,phosphonium,1
cation,phosphonium,benzyltriphenylphosphonium,BYPM,phosphonium,1
cation,phosphonium,tetraphenylphosphonium,TTNM,phosphonium,1
cation,phosphonium,tributyl(hexadecyl)phosphonium,TPUM,phosphonium,1
cation,phosphonium,tributyldodecylphosphonium,TDPM,phosphonium,1
cation,phosphonium,trihexyl(tetradecyl)-phosphonium,TTLH,phosphonium,1
cation,pyridinium,1-butylpyridinium,BLPU,pyridinium,516
cation,pyridinium,1-butyl-3-methylpyridinium,BMPU,pyridinium,462
cation,pyridinium,1-butyl-4-methylpyridinium,BYPD,pyridinium,333
cation,pyridinium,1-hexylpyridinium,HYPU,pyridinium,235
cation,pyridinium,1-propylpyridinium,PLDM,pyridinium,173
cation,pyridinium,1-ethyl-3-methylpyridinium,EMYM,pyridinium,155
cation,pyridinium,2-methyl-1-propylpyridinium,EYPU,pyridinium,151
cation,pyridinium,1-ethylpyridinium,ELPM,pyridinium,149
cation,pyridinium,3-methyl-1-propylpyridinium,TPYM,pyridinium,145
cation,pyridinium,1-butyl-2-methylpyridinium,BEYU,pyridinium,115
cation,pyridinium,1-pentylpyridinium,PYDM,pyridinium,115
cation,pyridinium,1-octylpyridinium,OLPM,pyridinium,114
cation,pyridinium,4-methyl-1-propylpyridinium,MPLM,pyridinium,93
cation,pyridinium,1-ethyl-4-methylpyridinium,EHPM,pyridinium,82
cation,pyridinium,"n-butyl-4-(n',n'-dimethylammonium)pyridinium",NBDP,pyridinium,79
cation,pyridinium,4-(dimethylamino)-1-hexyl-pyridinium,DLHP,pyridinium,77
cation,pyridinium,1-(2-methoxyethyl)pyridinium,MTPU,pyridinium,66
cation,pyridinium,1-ethyl-2-methylpyridinium,EEPM,pyridinium,66
cation,pyridinium,"n-ethyl-4-(n',n'-dimethylammonium)pyridinium",EDMM,pyridinium,61
cation,pyridinium,N-octyl-3-methylpyridinium,OTPM,pyridinium,60
cation,pyridinium,1-(3-hydroxypropyl)pyridinium,HLPM,pyridinium,56
cation,pyridinium,1-hexyl-3-methylpyridinium,HTPU,pyridinium,43
cation,pyridinium,2-methylpyridinium,EYDM,pyridinium,37
cation,pyridinium,N-butyl-3-methylpyridinium,BMPU,pyridinium,31
cation,pyridinium,N-butyronitrilepyridinium,NBEM,pyridinium,27
cation,pyridinium,1-(2-hydroxyethyl)pyridinium,HXPM,pyridinium,26
cation,pyridinium,"3,5-dimethyl-1-octylpyridinium",MTOP,pyridinium,26
cation,pyridinium,"1-butyl-2,3-dimethylpyridinium",BIMU,pyridinium,24
cation,pyridinium,"1-butyl-3,5-dimethylpyridinium",BMTP,pyridinium,24
cation,pyridinium,1-amylpyridinium,PYDM,pyridinium,22
cation,pyridinium,1-butyl-3-cyanopyridinium,BAPM,pyridinium,21
cation,pyridinium,1-hexyl-4-cyanopyridinium,HNPM,pyridinium,21
cation,pyridinium,1-isobutyl-3-methylpyridinium,ITPM,pyridinium,21
cation,pyridinium,"2,3-dimethyl-1-octylpyridinium",IMOP,pyridinium,20
cation,pyridinium,3-cyano-1-hexylpyridinium,AHPM,pyridinium,20
cation,pyridinium,3-cyano-1-octylpyridinium,AOPM,pyridinium,20
cation,pyridinium,1-(2-ethoxyethyl)pyridinium,ETPM,pyridinium,18
cation,pyridinium,1-(2-propoxyethyl)pyridinium,PRPM,pyridinium,18
cation,pyridinium,1-(3-methoxypropyl)pyridinium,MTDM,pyridinium,18
cation,pyridinium,1-(ethoxymethyl)pyridinium,EXUM,pyridinium,18
cation,pyridinium,1-(methoxymethyl)pyridinium,MXLM,pyridinium,18
cation,pyridinium,"1-hexyl-2-ethyl-3,5-dimethylpyridinium",HTMT,pyridinium,18
cation,pyridinium,2-(2-hydroxyethyl)pyridinium,HTPM,pyridinium,18
cation,pyridinium,1-hexyl-4-methylpyridinium,HHPM,pyridinium,17
cation,pyridinium,1-methylpyridinium,MLYM,pyridinium,16
cation,pyridinium,N-butylpyridinium,BLPU,pyridinium,16
cation,pyridinium,"1,2-diethylpyridin-1-ium",DIPM,pyridin-1-ium,15
cation,pyridinium,"1,2-diethylpyridinium",DIPM,pyridinium,15
cation,pyridinium,N-(3-hydroxypropyl)pyridinium,HLPM,pyridinium,15
cation,pyridinium,1-(2-(2-(2-methoxyethoxy)ethoxy)ethyl)pyridinium,MTTY,pyridinium,13
cation,pyridinium,1-(2-(2-methoxyethoxy)ethyl)pyridinium,MEUM,pyridinium,13
cation,pyridinium,1-(2-hydroxyethyl)-pyridinium,HXPM,pyridinium,13
cation,pyridinium,1-decylpyridinium,DYPM,pyridinium,13
cation,pyridinium,1-dodecylpyridinium,DOYU,pyridinium,13
cation,pyridinium,1-heptylpyridinium,HTDM,pyridinium,13
cation,pyridinium,1-(2-ethoxy-2-oxoethyl)-pyridinium,ETXP,pyridinium,12
cation,pyridinium,1-hexyl-3-methyl-4-(dimethylamino)pyridinium,HTEP,pyridinium,12
cation,pyridinium,pyridinium,PRDM,pyridinium,12
cation,pyridinium,"1,3-dimethylpyridinium",DMPM,pyridinium,11
cation,pyridinium,1-(3-(trimethylammonio)propyl)pyridinium,TIPP,pyridinium,11
cation,pyridinium,1-(cyclohexylmethyl)pyridinium,CLPM,pyridinium,11
cation,pyridinium,2-(5-chloro-2-((1-propylpyridinium-2-yl)oxy)pyridinium-1-yl)ethylsulfate,CPPE,pyridinium,11
cation,pyridinium,2-ethyl-1-methylpyridinium,TMYU,pyridinium,11
cation,pyridinium,"1-butyl-3,5-dimethyl-2-pentylpyridinium",BMEP,pyridinium,10
cation,pyridinium,"1-ethyl-3,5-dimethyl-2-pentylpyridinium",EDLM,pyridinium,10
cation,pyridinium,"1-hexyl-2,3,5-trimethylpyridinium",HRIE,pyridinium,10
cation,pyridinium,"1-hexyl-3,5-dimethyl-2-pentylpyridinium",HMEE,pyridinium,10
cation,pyridinium,1-methyl-3-propylpyridinium,MOPM,pyridinium,10
cation,pyridinium,1-(cyanomethyl)pyridin-1-ium,CLPI,pyridin-1-ium,9
cation,pyridinium,1-butyl-4-cyanopyridinium,BNPM,pyridinium,9
cation,pyridinium,"1-hexyl-3,5-dimethylpyridinium",HMTY,pyridinium,9
cation,pyridinium,3-(ethoxycarbonyl)-1-ethylpyridinium,HCEM,pyridinium,9
cation,pyridinium,1-hexyl-4-(4-methyl-1-piperidinyl)pyridinium,HHEP,pyridinium,8
cation,pyridinium,1-octyl-3-methylpydridinium,OTPM,pydridinium,8
cation,pyridinium,"3,5-diethyl-1-hexyl-2-propylpyridinium",EHHR,pyridinium,8
cation,pyridinium,N-benzylpyridinium,NBLM,pyridinium,8
cation,pyridinium,1-octyl-4-(dimethylamino)pyridinium,ODPM,pyridinium,7
cation,pyridinium,2-(hydroxymethyl)pyridinium,HOPM,pyridinium,6
cation,pyridinium,2-hydroxypyridinium,HXNM,pyridinium,6
cation,pyridinium,4-(hydroxymethyl)pyridinium,HMPM,pyridinium,6
cation,pyridinium,4-hydroxypyridinium,HYUM,pyridinium,6
cation,pyridinium,4-methyl-1-octylpyridinium,MOLM,pyridinium,2
cation,pyridinium,N-octylpyridinium,OLPM,pyridinium,2
cation,pyridinium,"1-butyl-2,3,5-trimethylpyridinium",BTLM,pyridinium,1
cation,pyridinium,1-butyl-5-ethyl-2-methylpyridinium,BEMM,pyridinium,1
cation,pyridinium,"1-hexyl-2,4-dimethylpyridinium",HDLM,pyridinium,1
cation,pyridinium,"2,3,5-trimethyl-1-octylpyridinium",TLOM,pyridinium,1
cation,pyridinium,"2,4,6-trimethylpyridinium",TTLM,pyridinium,1
cation,pyridinium,5-ethyl-2-methyl-1-octylpyridinium,EMOM,pyridinium,1
