experiment,description,changes,config_path,metric_path,macro_MAE,weighted_MAE,macro_RMSE,weighted_RMSE,macro_R2,weighted_R2,macro_log_MAE,weighted_log_MAE,macro_log_RMSE,weighted_log_RMSE,macro_log_R2,weighted_log_R2,macro_NMAE_mean,weighted_NMAE_mean,macro_NRMSE_mean,weighted_NRMSE_mean,Density_MAE,Density_RMSE,Density_R2,Density_MAPE,Density_NMAE_mean,Density_NRMSE_mean,Density_label_count,Density_log_MAE,Density_log_RMSE,Density_log_R2,ElectricalConductivity_MAE,ElectricalConductivity_RMSE,ElectricalConductivity_R2,ElectricalConductivity_MAPE,ElectricalConductivity_NMAE_mean,ElectricalConductivity_NRMSE_mean,ElectricalConductivity_label_count,ElectricalConductivity_log_MAE,ElectricalConductivity_log_RMSE,ElectricalConductivity_log_R2,HeatCapacity_MAE,HeatCapacity_RMSE,HeatCapacity_R2,HeatCapacity_MAPE,HeatCapacity_NMAE_mean,HeatCapacity_NRMSE_mean,HeatCapacity_label_count,HeatCapacity_log_MAE,HeatCapacity_log_RMSE,HeatCapacity_log_R2,SurfaceTension_MAE,SurfaceTension_RMSE,SurfaceTension_R2,SurfaceTension_MAPE,SurfaceTension_NMAE_mean,SurfaceTension_NRMSE_mean,SurfaceTension_label_count,SurfaceTension_log_MAE,SurfaceTension_log_RMSE,SurfaceTension_log_R2,ThermalConductivity_MAE,ThermalConductivity_RMSE,ThermalConductivity_R2,ThermalConductivity_MAPE,ThermalConductivity_NMAE_mean,ThermalConductivity_NRMSE_mean,ThermalConductivity_label_count,ThermalConductivity_log_MAE,ThermalConductivity_log_RMSE,ThermalConductivity_log_R2,Viscosity_MAE,Viscosity_RMSE,Viscosity_R2,Viscosity_MAPE,Viscosity_NMAE_mean,Viscosity_NRMSE_mean,Viscosity_label_count,Viscosity_log_MAE,Viscosity_log_RMSE,Viscosity_log_R2,status,delta_macro_MAE_vs_full,relative_macro_MAE_increase_vs_full,delta_weighted_MAE_vs_full,relative_weighted_MAE_increase_vs_full,delta_macro_RMSE_vs_full,relative_macro_RMSE_increase_vs_full,delta_weighted_RMSE_vs_full,relative_weighted_RMSE_increase_vs_full,delta_macro_R2_vs_full,delta_weighted_R2_vs_full,delta_macro_log_MAE_vs_full,relative_macro_log_MAE_increase_vs_full,delta_weighted_log_MAE_vs_full,relative_weighted_log_MAE_increase_vs_full,delta_macro_log_RMSE_vs_full,relative_macro_log_RMSE_increase_vs_full,delta_weighted_log_RMSE_vs_full,relative_weighted_log_RMSE_increase_vs_full,delta_macro_log_R2_vs_full,delta_weighted_log_R2_vs_full,delta_macro_NMAE_mean_vs_full,relative_macro_NMAE_mean_increase_vs_full,delta_weighted_NMAE_mean_vs_full,relative_weighted_NMAE_mean_increase_vs_full,delta_macro_NRMSE_mean_vs_full,relative_macro_NRMSE_mean_increase_vs_full,delta_weighted_NRMSE_mean_vs_full,relative_weighted_NRMSE_mean_increase_vs_full
A0_full_3d_iptnet,Full model with ErrorValue-aware loss and all structural components.,{},/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A0_full_3d_iptnet.yaml,/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A0_full_3d_iptnet/metrics/test_metrics.json,10.735121314181017,15.193662102120248,16.329806053545326,22.22344903146448,0.8066011468569437,0.8499347255507248,0.1906207163507739,0.199501924976116,0.3682653686652581,0.3979042877951926,0.7751245200634003,0.7637434853650935,0.164208625339748,0.1704091901570939,0.5181984091643361,0.5930192077187271,23.45328140258789,32.21842956542969,0.965065598487854,1.998974323272705,0.0192838676890677,0.0264907891661053,2666,0.0199065804481506,0.0277064703404903,0.961252510547638,0.322033554315567,0.8207696080207825,0.5891985893249512,3174.505859375,0.3229645897378128,0.8231425457731676,673,0.3886584639549255,0.704991340637207,0.8139183521270752,40.4672737121582,64.25077819824219,0.8708631992340088,7.736726760864258,0.0708001974776509,0.1124110266702147,916,0.0752564072608947,0.1165632605552673,0.8609297871589661,0.0026822839863598,0.0042961128056049,0.7237542271614075,7.329846858978271,0.0725703618025288,0.1162332035804812,706,0.0713428258895874,0.1140287443995475,0.7351782321929932,0.0048858039081096,0.0096273170784115,0.881085991859436,2.841855764389038,0.0309980756240513,0.0610806959235468,55,0.0290828701108694,0.0473254024982452,0.9220226407051086,0.1605711281299591,0.674935519695282,0.8096392750740051,54.29441452026367,0.4686346597073765,1.969832193872501,1570,0.5594771504402161,1.198976993560791,0.3574455976486206,done,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1_no_cross_ion_edges,Remove virtual cation-anion interaction edges from the graph cache.,"{""model.use_cross_ion_edges"": false}",/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A1_no_cross_ion_edges.yaml,/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A1_no_cross_ion_edges/metrics/test_metrics.json,9.910388107023511,13.62400521449042,14.778515558845053,21.31763305446439,0.7826666633288065,0.8057667931868173,0.195390612197419,0.1949677806117959,0.3205411840851108,0.3267893528901188,0.8230055073897043,0.8338528512967165,0.1916717019737441,0.1999544106632978,0.6607430129099776,0.8066091111321975,20.13236427307129,33.554134368896484,0.9621089696884156,1.7126178741455078,0.0165533275385159,0.027589038671561,2666,0.0170457791537046,0.0282985065132379,0.9595789313316344,0.3874510824680328,0.7610797882080078,0.6467763185501099,2891.798583984375,0.3885712473618182,0.7632801559413733,673,0.4668319225311279,0.7344584465026855,0.7980376482009888,38.7391471862793,53.34829711914063,0.9109704494476318,6.8022990226745605,0.067776724728563,0.0933364080317758,916,0.0693891271948814,0.0936028435826301,0.9103213548660278,0.0027201576158404,0.0044018095359206,0.7099941372871399,7.462163925170898,0.0735950493479785,0.1190928746665258,706,0.0724343657493591,0.1168193221092224,0.7220579385757446,0.0052361530251801,0.0097283739596605,0.8785764575004578,3.1319682598114014,0.0332208722466793,0.0617218532246178,55,0.0320078693330287,0.0510370023548603,0.9093118906021118,0.1954097896814346,0.9934518933296204,0.5875736474990845,60.89546585083008,0.5703129906189098,2.899437746924012,1570,0.5146346092224121,0.8990309834480286,0.6387252807617188,done,-0.8247332071575055,-0.07682569977742487,-1.5696568876298276,-0.10330997734975196,-1.5512904947002735,-0.09499748433102036,-0.9058159770000884,-0.040759468780818535,-0.023934483528137207,-0.04416793236390748,0.004769895846645084,0.025022966747578892,-0.004534144364320092,-0.022727321377289524,-0.04772418458014732,-0.12959183415241832,-0.07111493490507381,-0.17872372097100334,0.04788098732630408,0.07010936593162298,0.02746307663399611,0.16724503099136812,0.029545220506203895,0.17337809351107913,0.14254460374564148,0.2750772700663316,0.2135899034134704,0.3601736682950369
A2_no_mechanistic_latents,Replace packing/cohesion/transport/thermal latent decomposition with one shared latent.,"{""model.use_mechanistic_latent_heads"": false}",/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A2_no_mechanistic_latents.yaml,/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A2_no_mechanistic_latents/metrics/test_metrics.json,10.90636442916002,15.527619799353918,15.452673049721248,21.71008531623663,0.7908062934875488,0.8339571045084344,0.2078680604075392,0.2114008382305552,0.3685771332432826,0.3909001573863686,0.7601873775323232,0.7710485578379731,0.1841457854930185,0.1932568887114722,0.5857576760337527,0.7089987549042597,24.16213607788086,32.945396423339844,0.9634713530540466,2.052330493927002,0.0198667055246133,0.027088519285897,2666,0.0204240810126066,0.027942169457674,0.9605904817581176,0.321041077375412,0.6389164924621582,0.7510697841644287,2122.10400390625,0.3219692434345909,0.640763672292855,673,0.4385066628456116,0.7180825471878052,0.806943416595459,40.75120162963867,58.245079040527344,0.8938764929771423,7.481574058532715,0.0712969483279805,0.1019036549756935,916,0.0723828971385955,0.1013503521680831,0.8948615789413452,0.0027899427805095,0.0046011046506464,0.6831392049789429,7.582227230072021,0.0754831173803879,0.1244848908194305,706,0.074355773627758,0.120000809431076,0.7067127227783203,0.0086335595697164,0.013430742546916,0.7685685157775879,5.24448299407959,0.0547757825488267,0.0852116009947572,55,0.0549793541431427,0.0752930045127868,0.802626371383667,0.1923842877149582,0.8686144948005676,0.6847124099731445,51.29991149902344,0.5614829157417118,2.535093717833883,1570,0.5865595936775208,1.1687939167022705,0.38938969373703,done,0.1712431149790028,0.01595167022032549,0.33395769723366975,0.0219800660952613,-0.8771330038240777,-0.05371362041581904,-0.5133637152278503,-0.023100091911971807,-0.0157948533693949,-0.01597762104229039,0.017247344056765285,0.09047990369014927,0.011898913254439203,0.05964309996439242,0.0003117645780245093,0.0008465758785694934,-0.0070041304088240275,-0.01760255072302503,-0.01493714253107703,0.007305072472879592,0.01993716015327049,0.12141359878033484,0.022847698554378293,0.134075506921404,0.0675592668694166,0.13037335830182287,0.1159795471855326,0.1955746891094672
A3_plain_mlp_decoder,Replace the thermodynamic structured decoder with a plain MLP readout.,"{""model.use_structured_decoder"": false}",/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A3_plain_mlp_decoder.yaml,/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A3_plain_mlp_decoder/metrics/test_metrics.json,10.196861832557866,15.21488195776698,15.937106335613256,23.009264475017623,0.7825359106063843,0.8050414684638404,0.1978838521366318,0.2023298144170824,0.3415728540470202,0.357474164241422,0.7992816964785258,0.8010820394459374,0.1943622502072778,0.2058026252070353,0.641352076303436,0.7803223851250283,25.21219825744629,36.294921875,0.9556660652160645,2.189076662063598,0.0207300926041629,0.0298425819060578,2666,0.021689673885703,0.0310425646603107,0.9513596892356871,0.3543972969055176,0.7502440810203552,0.6567625999450684,3377.736328125,0.3554218995674,0.7524131214989003,673,0.4242947399616241,0.7247499227523804,0.8033416867256165,35.39813232421875,57.61097717285156,0.8961746096611023,6.2563581466674805,0.0619313961380534,0.1007942514173583,916,0.0650791376829147,0.1051938459277153,0.8867361545562744,0.002966746687889,0.0047503341920673,0.6622520685195923,8.023177146911621,0.0802666241201215,0.1285223610752329,706,0.0771318450570106,0.1213567331433296,0.7000473737716675,0.0072336597368121,0.0086520947515964,0.903957188129425,4.380845546722412,0.0458940914898716,0.0548933793620488,55,0.0432327128946781,0.0485573709011077,0.9179099798202516,0.2062427103519439,0.9530924558639526,0.6204029321670532,61.864532470703125,0.6019293973240574,2.781646762561018,1570,0.5558750033378601,1.0185366868972778,0.5362952947616577,done,-0.5382594816231503,-0.050140046476429986,0.021219855646732455,0.001396625481342728,-0.3926997179320697,-0.02404803318817198,0.7858154435531439,0.03535974287522013,-0.024065236250559452,-0.04489325708688441,0.007263135785857883,0.038102552151217925,0.0028278894409664024,0.01417474764368791,-0.026692514618237906,-0.07248173977092204,-0.040430123553770625,-0.10160765991690099,0.024157176415125492,0.037338554080843855,0.030153624867529788,0.18362996952895666,0.035393435049941385,0.20769675049399325,0.12315366713909992,0.2376573624332456,0.1873031774063012,0.3158467296984086
A4_no_error_weighting,Disable ErrorValue-based measurement-error-aware loss weights.,"{""loss.use_error_weight"": false}",/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A4_no_error_weighting.yaml,/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A4_no_error_weighting/metrics/test_metrics.json,8.444835985545069,13.11164538308878,13.288201879166689,19.46253480236596,0.7817700703938802,0.797865930595117,0.2148780391241113,0.2243817818415855,0.3761940005545814,0.4074942929104011,0.7788918217023214,0.761079347598817,0.1949245587106681,0.2081332175294772,0.680116646171674,0.838151841545293,22.802080154418945,31.23232650756836,0.9671713709831238,1.9240189790725708,0.0187484339263849,0.0256799908573669,2666,0.019223865121603,0.0265146289020776,0.964514434337616,0.3949286639690399,0.7504945397377014,0.6565334796905518,4238.65625,0.3960704473965367,0.7526643043207212,673,0.4968552887439728,0.7596169114112854,0.7839644551277161,27.256912231445312,46.69100570678711,0.9318038821220398,4.548152923583984,0.0476877879726681,0.0816890321790435,916,0.0467847846448421,0.0754549205303192,0.9417245388031006,0.0027717668563127,0.0046886480413377,0.6709669232368469,7.36693811416626,0.0749913598328025,0.126853415393336,706,0.070083349943161,0.1170692965388298,0.7208671569824219,0.0036118300631642,0.0079703098163008,0.9184971451759338,1.9894957542419436,0.0229153243856863,0.0505677819002775,55,0.0202070046216249,0.037741482257843,0.9504072666168212,0.2087112665176391,1.0427255630493164,0.5456476211547852,55.7933349609375,0.6091339987499302,3.043245352379299,1570,0.6361139416694641,1.2407667636871338,0.3118730783462524,done,-2.2902853286359477,-0.21334508121584966,-2.0820167190314685,-0.13703192193150898,-3.0416041743786373,-0.18626088787614728,-2.760914229098521,-0.12423428178000427,-0.024831076463063484,-0.05206879495560779,0.024257322773337392,0.12725438891279725,0.024879856865469507,0.12470985865649206,0.007928631889323301,0.021529670080192045,0.009590005115208522,0.024101286187055728,0.003767301638921139,-0.0026641377662764976,0.0307159333709201,0.18705432377482467,0.037724027372383284,0.22137319787510817,0.16191823700733787,0.3124637863486547,0.24513263382656592,0.41336373364626994
A5_no_condition_film,Replace FiLM condition modulation with concatenation-based condition fusion.,"{""model.use_condition_film"": false}",/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A5_no_condition_film.yaml,/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A5_no_condition_film/metrics/test_metrics.json,11.933658578898758,16.175144587394353,18.929545678741608,25.328926672195013,0.7687331338723501,0.7821648159796005,0.2044448203717669,0.2078507172038245,0.3555533088122805,0.3675126142351869,0.7763334314028422,0.7833085375157237,0.2075573488620238,0.2283828034946222,0.6772518290372052,0.8437615616551848,23.35439109802246,35.57291030883789,0.9574124217033386,1.9836010932922363,0.0192025576362765,0.0292489261496266,2666,0.0197380129247903,0.0302744675427675,0.9537369608879088,0.3255997896194458,0.635078489780426,0.7540515065193176,3175.21826171875,0.3265411354312379,0.6369145735113547,673,0.4497784972190857,0.7689266800880432,0.7786365747451782,47.67435836791992,76.3014907836914,0.817879319190979,8.493905067443848,0.0834094733210288,0.1334945529997851,916,0.0867065861821174,0.1413185745477676,0.7955866456031799,0.0031080585904419,0.0049056257121264,0.6398087739944458,8.369546890258789,0.0840898792069853,0.1327238408040248,706,0.0820630341768264,0.1277399361133575,0.6676632165908813,0.0054095429368317,0.0084753073751926,0.907841980457306,3.1800594329833984,0.034320947831969,0.0537717484971574,55,0.0313784591853618,0.0458996854722499,0.9266501069068908,0.2390846163034439,1.0544135570526123,0.5354048013687134,83.40090942382812,0.6977800997446455,3.0773573322612817,1570,0.5570043325424194,1.019160509109497,0.5357270836830139,done,1.198537264717741,0.11164636426925909,0.9814824852741051,0.06459815143165129,2.599739625196282,0.15920211279128196,3.105477640730534,0.13973877935570334,-0.037868012984593635,-0.06776990957112428,0.013824104020992989,0.07252151962095417,0.008348792227708512,0.04184817880182366,-0.01271205985297763,-0.0345187490723096,-0.030391673560005716,-0.07637935677548861,0.0012089113394418982,0.019565052150630202,0.043348723522275784,0.2639856672119822,0.05797361333752829,0.34020238746563236,0.15905341987286903,0.30693536888575906,0.2507423539364577,0.422823326247784
A6_no_property_latent_gating,Remove the property-specific latent path by disabling learned gates and zeroing property latent inputs.,"{""model.use_property_latent_gating"": false, ""model.zero_property_latents"": true}",/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A6_no_property_latent_gating.yaml,/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A6_no_property_latent_gating/metrics/test_metrics.json,10.220859275083058,13.49061978605782,15.195005885170152,20.889856150284444,0.7922457357247671,0.8343562431748862,0.19649702357128263,0.20098069657009088,0.35255873389542103,0.3697545464811555,0.7760145465532938,0.7869335493073433,0.1759455010771754,0.18645940462132046,0.564326853875999,0.6746461268044768,18.646564483642578,30.692302703857422,0.9682967662811279,1.5409135818481445,0.015331666225543909,0.025235969937609484,2666,0.015462885610759258,0.025431770831346512,0.9673537015914917,0.29861339926719666,0.6735601425170898,0.7233426570892334,4048.865234375,0.29947672437276174,0.6755074810577247,673,0.41065114736557007,0.7162940502166748,0.8079038262367249,42.18461608886719,58.97498321533203,0.8912000060081482,7.458456039428711,0.07380480263767694,0.10318067106735106,916,0.07532346248626709,0.10179829597473145,0.893930196762085,0.0032144642900675535,0.005131452344357967,0.6058831810951233,8.690673828125,0.0869687317665763,0.1388336787216443,706,0.08670083433389664,0.1364932656288147,0.6205562353134155,0.0056334626860916615,0.011135676875710487,0.8409053683280945,3.3203303813934326,0.03574161093098482,0.07065051328509551,55,0.03416849672794342,0.057261399924755096,0.8858426809310913,0.186513751745224,0.8129221200942993,0.723846435546875,68.55682373046875,0.5443494705295088,2.372552809186569,1570,0.5566753149032593,1.0780736207962036,0.48050063848495483,done,-0.5142620390979591,-0.04790463228567549,-1.7030423160624277,-0.11208899504384603,-1.1348001683751736,-0.06949256865967492,-1.333592881180035,-0.0600083668062461,-0.014355411132176643,-0.015578482375838587,0.00587630722050872,0.03082722241844551,0.0014787715939748869,0.00741231742075633,-0.01570663476983708,-0.04265031715244973,-0.02814974131403708,-0.07074500621749062,0.0008900264898935584,0.02319006394224976,0.011736875737427405,0.07147539121738448,0.016050214464226553,0.09418631970159858,0.046128444711662886,0.0890169554670211,0.0816269190857497,0.13764633256949393
A7_no_global_descriptors,Remove RDKit global ion-pair descriptor fusion.,"{""model.use_global_descriptors"": false}",/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A7_no_global_descriptors.yaml,/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A7_no_global_descriptors/metrics/test_metrics.json,10.32031027538081,13.895751174683353,15.545050797440732,21.382507602329262,0.7931432028611501,0.846570851762643,0.1740194804345568,0.17449585622702,0.3083468452095985,0.311517737896911,0.82452791929245,0.8439663591317554,0.166502645904731,0.1756958881119214,0.5320374257827996,0.6107509283118371,19.860849380493164,31.507417678833008,0.9665905237197876,1.65536367893219,0.0163300812825139,0.0259061776181037,2666,0.0165894422680139,0.0265288911759853,0.9644762277603148,0.2783003747463226,0.8095630407333374,0.600339949131012,3198.74755859375,0.2791049726009276,0.8119035790324153,673,0.3738649189472198,0.6911572813987732,0.8211496472358704,41.59797286987305,60.23405075073242,0.8865048885345459,8.14334774017334,0.072778431154163,0.105383493792156,916,0.0778648853302002,0.109308622777462,0.8777019381523132,0.0028374376706779,0.004503337200731,0.6964617967605591,7.533823013305664,0.076768112325298,0.1218397498690494,706,0.0734618529677391,0.1146061792969703,0.7324893474578857,0.0067559336312115,0.0119967637583613,0.8153494596481323,3.8067374229431152,0.0428631491459902,0.0761136953548845,55,0.038590308278799,0.0604432113468647,0.8728035688400269,0.1751456558704376,0.7027732133865356,0.7936125993728638,55.733734130859375,0.5111711289194933,2.051077859030189,1570,0.4637454748153686,0.8480368852615356,0.6785467863082886,done,-0.414811038800206,-0.03864055436916615,-1.2979109274368952,-0.08542449599795786,-0.7847552561045941,-0.04805661828017962,-0.8409414291352171,-0.03784027528510955,-0.013457943995793586,-0.0033638737880817837,-0.016601235916217094,-0.08709040776904883,-0.025006068749096,-0.12534249357287996,-0.05991852345565962,-0.16270474650610908,-0.0863865498982816,-0.21710384267772975,0.04940339922904968,0.08022287376666193,0.002294020564982985,0.013970158755282503,0.005286697954827502,0.031023549551253023,0.013839016618463429,0.026706019111059572,0.017731720593110012,0.029900752559637638
A8_no_interaction_encoder,"Remove explicit cation-anion interaction features: cross-ion edges, bilinear encoder, product term, and difference term.","{""model.use_cross_ion_edges"": false, ""model.use_interaction_encoder"": false, ""model.use_pairwise_ion_features"": false}",/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A8_no_interaction_encoder.yaml,/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A8_no_interaction_encoder/metrics/test_metrics.json,8.948709838907234,12.248614849664119,15.559213620222485,20.382503897494548,0.7886044879754385,0.8240266897705164,0.15288131342579922,0.15729694307357245,0.2919235819329818,0.29794444707995793,0.8349611262480418,0.8510413896049224,0.14370288205793968,0.15164618804114022,0.6091087078824124,0.7278719278858398,17.973175048828125,27.62834930419922,0.974310576915741,1.5025107860565186,0.014777988787352031,0.02271671171739478,2666,0.015067553147673607,0.0231802836060524,0.9728782176971436,0.24098502099514008,0.7739817500114441,0.6346989870071411,2624.567138671875,0.24168173594229514,0.7762194187753839,673,0.2999576926231384,0.6257850527763367,0.8533823490142822,35.32113265991211,64.06169891357422,0.8716222047805786,6.875706672668457,0.061796680083856186,0.11208021983631128,916,0.06373713165521622,0.11024653166532516,0.8755941987037659,0.002862268825992942,0.004518422763794661,0.6944248676300049,7.902808666229248,0.07743993005017395,0.12224789634984307,706,0.07800771296024323,0.12339713424444199,0.6898761987686157,0.004892285447567701,0.009753026068210602,0.8779603242874146,2.732288360595703,0.03103919787415782,0.06187825899519308,55,0.028088148683309555,0.048196736723184586,0.9191248416900635,0.14921174943447113,0.8769803047180176,0.6786099672317505,47.610923767089844,0.4354817596098029,2.5595097416203485,1570,0.43242964148521423,0.82073575258255,0.6989109516143799,done,-1.7864114752737823,-0.16640813112320826,-2.9450472524561295,-0.19383393106031716,-0.7705924333228413,-0.047189319382978205,-1.8409451339699316,-0.08283795784189386,-0.017996658881505256,-0.025908035780208394,-0.037739402924974685,-0.19798164463681844,-0.04220498190254354,-0.21155175273419666,-0.07634178673227632,-0.20730102048142532,-0.09995984071523467,-0.25121579179032505,0.05983660618464148,0.08729790423982886,-0.02050574328180832,-0.12487616432682444,-0.018763002115953692,-0.11010557645780006,0.09091029871807632,0.17543531031807155,0.1348527201671127,0.2274002568751099
A9_no_e3_geometry,Remove geometric edge information by disabling E(3)-invariant RBF encoding and zeroing distance edge fields.,"{""model.strip_edge_geometry"": true, ""model.use_e3_invariant_geometry"": false}",/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A9_no_e3_geometry.yaml,/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A9_no_e3_geometry/metrics/test_metrics.json,9.6625709986547,13.292129289351289,16.35256647132337,22.582217187308892,0.7618735035260519,0.7864600616659106,0.1782392111296455,0.18375585796331295,0.3336087154845397,0.3488588113600211,0.7938464879989624,0.8049809741930436,0.17832810863932957,0.19288088710455367,0.6951083589492243,0.85925103417702,19.645395278930664,33.33212661743164,0.9626086950302124,1.6356972455978394,0.016152929594599654,0.027406498410703455,2666,0.016325974836945534,0.027572166174650192,0.9616272449493408,0.2792404592037201,0.6994637846946716,0.7016541957855225,2502.694091796875,0.2800477749487995,0.7014860135941196,673,0.3466283977031708,0.6677168011665344,0.8330752849578857,37.84065246582031,62.99394989013672,0.8758659958839417,7.328537940979004,0.06620474821999948,0.11021212162308199,916,0.07425401359796524,0.12443136423826218,0.8415214419364929,0.0029707893263548613,0.004629823379218578,0.6791713237762451,8.031930923461914,0.08037599946501012,0.12526188853241935,706,0.07876063138246536,0.1223330944776535,0.6952014565467834,0.006585060618817806,0.011380941607058048,0.8338200449943542,3.8568098545074463,0.04177904207581124,0.07220660002807859,55,0.03904526308178902,0.05888659134507179,0.8792706727981567,0.20058193802833557,1.073847770690918,0.5181207656860352,77.36786651611328,0.5854081575317576,3.134077031506943,1570,0.5144209861755371,1.000712275505066,0.5523828268051147,done,-1.0725503155263159,-0.09991040474870878,-1.9015328127689592,-0.12515302762351177,0.02276041777804494,0.0013937959644721855,0.35876815584441246,0.016143675778519353,-0.04472764333089185,-0.06347466388481415,-0.012381505221128408,-0.06495361814895488,-0.01574606701280304,-0.07892689263368326,-0.03465665318071842,-0.09410782584940876,-0.04904547643517149,-0.12325948209036626,0.018721967935562134,0.041237488827950086,0.01411948329958157,0.08598502831607248,0.022471696947459763,0.13186904372201957,0.17690994978488817,0.3413942355982509,0.2662318264582929,0.4489430072298239
A10_row_level_split_leakage_control,Row-level split control; leakage-prone and not a component ablation.,"{""data.split_type"": ""row_level""}",/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A10_row_level_split_leakage_control.yaml,/root/autodl-tmp/Sparse-Label-Prediction/il_property_prediction/outputs/ablation/A10_row_level_split_leakage_control/metrics/test_metrics.json,23911.16168910458,34158.116330803765,919457.5657710772,1313476.6875384236,0.8681702117125193,0.8363119626035813,0.0672165221379448,0.0593082755442466,0.1479162744556864,0.1418351835680811,0.9765232503414154,0.982528209192058,0.1627043785879238,0.2035265331721737,4.957710642018541,7.010892672960196,5.908958911895752,11.392492294311523,0.9956874847412108,0.4807996451854706,0.0048521614623115,0.0093549833218259,2638,0.0048038684763014,0.0098211858421564,0.9952624440193176,0.1609013825654983,0.4414893984794616,0.939889132976532,50.82052993774414,0.150291044860877,0.4123762141414069,750,0.2075450867414474,0.4080519080162048,0.977548360824585,9.880276679992676,17.5528564453125,0.9933629035949708,1.870609998703003,0.018117885698754,0.0321874231929956,1495,0.0186226163059473,0.0346745811402797,0.9897345900535583,0.0008281110203824,0.0013815087731927,0.973840057849884,2.1893272399902344,0.0213836032348258,0.0356735205114649,780,0.0217600408941507,0.0358604490756988,0.973710834980011,0.0035445420071482,0.0064068171195685,0.941714882850647,2.06009292602539,0.021848014056858,0.0394906394692921,126,0.0207352526485919,0.0333013013005256,0.9572535753250122,143451.015625,5516716.0,0.3645268082618713,113.97953033447266,0.7597335622139165,29.21718107147426,1809,0.1298322677612304,0.3657882213592529,0.9656296968460084,done,23900.4265677904,2226.3769424028874,34142.92266870164,2247.1819130384015,919441.2359650236,56304.47985421149,1313454.4640893922,59102.188064047696,0.06156906485557556,-0.013622762947143485,-0.12340419421282911,-0.6473808124073189,-0.1401936494318694,-0.7027182792780227,-0.22034909420957172,-0.5983432409303256,-0.2560691042271115,-0.6435444705710589,0.20139873027801514,0.21878472382696446,-0.0015042467518242009,-0.00916058306140686,0.03311734301507979,0.19434012323249786,4.439512232854205,8.567205445523287,6.417873465241469,10.82237030724561
